GeneID,GSM7413376,GSM7413377,GSM7413378,GSM7413379,GSM7413380,GSM7413381,GSM7413382,GSM7413383,GSM7413384,GSM7413385,GSM7413386,GSM7413387,GSM7413388,GSM7413389,GSM7413390,GSM7413391,GSM7413392,GSM7413393
101249087,786.6453229,753.2956599,777.1291096,1102.364982,1013.313356,933.5013758,783.2935816,729.8781943,860.5533334,1244.60776,1699.709653,958.6969614,1418.88777,1765.741873,1045.204236,466.8794465,302.6447606,440.096928
543990,189.5285363,164.024055,201.3654854,1267.317406,2199.147772,3623.218446,1658.088724,2114.954004,1023.305737,143.799303,1012.390158,575.9952362,302.353522,551.7342596,182.8113873,336.5875079,151.8388389,321.5320022
101245121,1617.106383,912.2572441,1141.40838,1912.039991,1232.434933,1854.478997,348.9125453,623.3339012,485.2056029,466.1080855,192.563853,290.4259285,1121.474665,676.6914961,739.1938704,470.827687,1273.586996,824.9305432
101256375,532.9216371,505.2345891,480.6462592,417.410098,742.6337608,912.3073301,95.52360751,222.0502556,179.0276438,790.4003067,766.4422664,1021.833033,1907.989056,2062.755612,1434.671974,1153.873304,914.1317853,1125.362008
101248140,1520.304173,1132.980972,1325.571789,1059.115261,762.4637678,1093.420084,238.3062629,464.0153322,594.0462727,839.9862732,495.7089285,541.9988901,1227.199589,825.6789704,915.0504766,506.3618521,1062.871872,703.3512549
101259747,1791.35036,1118.806054,1388.308774,1522.792502,971.6703412,1065.482478,369.0227785,507.8279387,649.9924114,759.6570074,481.4096325,429.3252857,1051.320743,670.9242391,762.0452938,379.031094,959.5801452,670.1932671
544086,947.6426817,1025.656591,1054.38611,374.160377,373.7956313,457.5987136,133.7330505,208.1098808,221.7501497,598.0067565,603.4302918,769.2887472,893.2273984,1047.718368,866.3670094,1792.501215,1652.667634,1426.79826
101253225,729.5829679,647.9962666,651.6551388,1245.189642,1160.055407,1263.935815,411.2542681,710.9591142,902.2586368,1065.106561,948.519969,661.4717637,1177.795419,1706.146883,993.5401483,496.4912507,466.8786067,552.6331288
101249306,783.588411,582.1841458,603.0845695,904.2209111,818.9792876,1191.683387,284.5597992,770.7035776,643.8891962,800.3175,781.6948488,716.8372417,1266.722926,1022.72692,1117.732667,436.2805821,633.1782874,521.4847161
100191111,719.3932616,596.3590641,589.9300403,608.5135164,1272.094947,466.269005,996.4620531,509.8194208,484.1884003,351.0686431,979.0251338,676.0416263,27.66633535,109.5778843,73.52197098,955.474216,293.3485051,648.087942
101264609,1383.762109,868.7199949,996.7085586,1705.849461,1218.553928,1628.088055,348.9125453,637.274276,627.6139559,660.4850743,314.5845123,441.9525,1063.177744,731.4804383,745.1551113,444.1770632,953.3826416,642.0592169
101257488,564.5097265,625.7213949,620.2866461,750.332369,936.967829,750.4618903,721.9573705,851.3586031,817.8308275,891.5556784,1384.171854,794.5431757,1200.521337,1567.732713,1033.281754,627.7702494,360.4881278,522.4895036
101258610,637.8756116,673.3086208,755.8794855,960.5461292,1046.032867,1053.92209,752.1227202,910.1073254,734.4202207,904.4480297,1276.450491,911.1020768,977.2144878,1253.417203,1022.352813,365.212252,353.2577069,420.0011779
101248173,3651.990722,1564.303487,3007.327752,762.4020586,337.1101184,447.9650565,106.5842357,220.0587734,293.9715288,358.0106784,118.2075137,197.1788077,995.9880725,535.3936979,744.1615711,512.2842129,1377.91164,716.4134924
778286,1105.583129,721.9083408,707.3089162,450.6017444,391.6426375,539.4847992,242.3283096,668.1422488,561.495792,1159.319898,652.0478983,734.3210769,1487.065525,1180.36528,1357.175843,473.7888674,758.1612773,634.0209169
543972,1026.10342,407.022655,438.147011,900.1976813,729.7442563,1000.936976,308.692079,863.3074958,1311.17405,1164.278494,621.5427334,853.7939505,1256.842092,1002.541521,568.3049649,438.2547024,707.548331,882.2034311
101266505,905.8648861,758.3581308,858.0800586,861.9769976,678.1862382,895.930113,684.7534391,680.0911414,696.7837274,1032.379823,1263.104481,672.1563296,1168.902668,1081.3607,1037.255915,490.5688898,352.2247896,439.0921405
101244882,2397.637882,1486.341437,1785.980311,644.7225851,467.9881643,552.9719192,289.5873575,539.6916525,754.7642711,734.8640241,390.8474244,474.9775219,899.1558988,628.6310206,670.6396001,413.5781989,947.185138,724.4517925
104649409,3237.269677,3777.615735,4232.722742,699.0361883,356.9401253,315.9839538,117.644864,22.90204429,28.48167061,737.8391821,340.3232451,266.1428242,684.7417999,437.3503278,756.0840529,270.4544785,774.6879536,401.9150028
101257132,1040.369009,1283.842603,1344.797639,112.6504361,134.8440474,286.1196167,246.3503562,183.2163544,977.5316234,455.1991729,1119.158235,860.5932197,1730.134043,1495.642,660.7041986,1799.410636,1169.262351,921.3901439
101265236,849.8215017,600.4090408,632.4292884,220.2718349,221.1045776,299.6067367,59.32518782,239.9735946,213.6125296,782.466552,340.3232451,520.6297582,1752.859961,1389.908954,1514.155186,698.8385795,1057.707286,875.1699185
101265784,2396.618911,772.5330491,1249.680274,392.2649114,411.4726445,280.3394225,70.38581606,93.59965929,134.2707329,642.6341264,270.7333379,447.780445,1036.499492,586.337802,999.5013892,646.524392,1229.171553,803.8300055
100134880,583.8701684,556.8717916,493.8007884,615.5541686,758.4977664,814.0440274,404.2156865,435.1388416,519.7904886,541.4787546,434.6985988,1283.119236,516.767621,483.4883843,1279.679711,881.4447055,1022.588099,932.4428064
543654,195.6423601,302.7357558,260.0549234,2006.585893,1774.785623,1762.959255,1698.30919,1081.374787,1115.871166,334.2094145,286.9392067,239.9170714,422.8996975,375.832919,375.5581761,419.5005597,467.911524,531.5325912
543614,129.4092694,173.1365025,167.973219,1499.65893,1812.462636,3032.675264,652.577066,1228.744463,1234.883861,314.3750279,642.5150342,411.8414505,698.5749675,1737.866797,176.8501464,593.2231444,192.1226125,448.1352281
778362,1333.832549,1291.942557,1246.644613,1878.848345,1141.216901,1465.279249,276.515706,547.657581,196.3200867,326.2756598,110.5812225,264.2001758,1110.605748,525.7816028,768.0065347,261.5709372,817.0375618,552.6331288
100125909,877.3337086,1326.367358,1270.929898,1109.405634,411.4726445,784.1796903,267.466101,300.713799,428.2422616,820.1518866,1915.15238,977.1521208,863.5848962,1339.926059,501.7377749,810.3763754,571.2032511,1033.926345
101257121,1535.588733,997.3067541,1637.232942,676.908424,570.1127002,587.6530849,409.2432448,472.9770017,430.2766667,613.8742658,664.4406215,530.3429999,586.9215427,525.7816028,679.5814615,751.1527669,809.8071409,750.5762677
101249784,1402.103581,1003.381719,1423.724814,579.3450999,644.4752263,592.4699134,391.144035,472.9770017,415.0186289,630.7334944,617.7295878,570.1672912,505.8987035,514.2470887,580.2274466,888.3541265,824.2679827,879.1890686
101268314,356.6397189,188.323915,266.1262446,377.1777994,732.7187573,840.0549016,1285.043899,2556.067291,3368.974752,29.75157993,11.43943681,34.96767033,128.4508427,66.3234563,73.52197098,301.0533429,388.3768941,323.5415772
101258747,368.8673664,468.7847991,365.291157,654.7806598,793.2002786,740.8282332,1009.533705,649.2231687,719.1621829,597.0150372,797.9007176,376.8737802,778.6097234,684.3811722,1128.661609,696.8644592,754.0296082,599.8581416
101249445,1492.791966,1072.231322,1112.063661,133.7723929,111.048039,207.1236283,123.6779339,399.2921636,222.7673523,491.8927881,184.9375618,330.2502197,1520.660361,806.4547802,1147.538871,446.1511835,1178.558607,810.8635181
101262809,927.2632692,883.9074074,959.2687447,732.2278346,763.4552681,714.817359,697.8250907,600.4318569,685.5944996,893.5391171,938.9871049,605.1349615,777.62164,778.5797044,637.8527752,475.7629877,380.1135559,421.0059654
101266879,19.36044188,28.34983666,32.38037957,45.26133593,1805.522134,248.5483539,661.626671,1100.293867,410.9498188,327.2673792,408.959866,360.3612692,310.2581893,839.1359036,104.3217156,1963.262619,145.6413353,913.3518438
544267,973.1169474,746.2082008,949.1498761,24.13937916,50.56651776,80.92271988,11.06062824,119.4889268,73.23858156,334.2094145,453.7643269,751.804912,529.6127052,272.9835013,932.9341993,869.5999838,1551.441742,1547.372761
101257090,819.2523829,663.1836791,785.2242045,898.1860663,759.4892667,872.8093359,670.6762759,685.0698467,695.7665249,840.9779925,1085.793211,598.3356923,829.9900604,873.739446,733.2326295,416.5393793,361.521045,379.8096776
104644735,1423.501964,1176.518222,1413.605946,539.1128013,650.4242284,536.5947021,527.8936205,558.6107326,500.4636407,664.4519517,633.9354566,569.195967,417.9592804,408.5140424,488.821753,828.1434579,650.7378811,750.5762677
101253094,1467.317701,911.2447499,1057.42177,385.2242591,410.4811442,529.8511421,78.42990932,254.9097104,238.0253901,426.4393123,177.3112706,306.9384395,1164.950335,669.9630295,851.4639071,512.2842129,1195.085283,848.0406559
101253805,1381.724168,1033.756544,1052.362336,539.1128013,380.7361337,442.1848622,261.4330311,427.1729131,435.3626793,625.7748978,299.3319299,387.5583461,931.7626512,603.6395733,647.7881767,451.0864842,1010.193092,734.4996676
101268669,931.3391517,670.2711383,819.6283578,1983.452321,1069.828876,2112.661008,93.51258419,147.3696763,96.63423956,289.5820446,31.45845123,114.6162527,863.5848962,404.6692044,851.4639071,330.6651471,1243.632395,666.1741171
543903,497.2576653,437.39748,565.6447556,700.0419957,746.5997622,783.2163246,505.772364,819.4948893,715.0933728,694.2035316,994.2777162,804.2564175,846.7874783,868.9333984,877.295951,399.7593569,437.9569231,484.3075783
100736451,154.8835351,175.1614908,162.9137847,120.6968958,405.5236424,319.8374167,65.35825777,85.63373084,246.1630103,702.1372862,509.0549381,736.2637252,1202.497504,916.993874,867.3605495,1317.725288,1074.233962,1147.467333
101260400,254.7426564,415.1226083,342.0177592,66.3832927,124.9290439,53.94847992,184.0086334,42.81686542,66.11816391,620.8163011,709.2450823,892.6469175,1330.948347,1111.158195,1182.312777,1053.19317,1070.102293,1451.917948
101257518,1266.580488,688.4960333,792.3074126,396.2881413,275.6370968,310.2037596,38.209443,51.77853493,52.89453113,464.1246468,144.8995329,284.5979835,1328.97218,851.6316272,1061.100878,494.5171304,1239.500726,849.0454434
101254882,1032.217244,633.8213483,722.4872191,590.408982,497.7331748,778.399496,223.2235881,545.6660988,537.0829315,514.7023327,334.6035267,402.1282088,866.5491464,496.9453175,577.2468262,415.5523192,806.708389,554.6427038
544148,390.2657496,327.0356158,294.4590767,704.0652256,1372.236482,612.7005934,579.174715,431.1558774,313.2983767,148.7578996,266.9201923,290.4259285,38.53525281,97.08216067,132.1408397,647.5114522,292.3155878,413.9724529
101267358,490.1248709,615.5964533,530.2287154,890.1396066,1282.00995,455.6719822,665.6487176,423.1899489,520.8076911,297.5157993,398.4737156,556.5687527,35.57100259,158.5995694,167.9082851,1117.352079,382.1793905,941.485894
100147719,499.2956065,222.7487166,306.601719,884.1047618,789.2342772,604.9936677,567.1085751,647.2316866,595.0634752,827.0939219,600.5704326,511.8878406,702.5273012,805.4935707,569.298505,350.4063499,514.3928012,458.1831032
